
Tankun,15.5,0.8,126.6
Tankun,13.5,1.06,132.7
Tankun,13.5,1.06,133.0
Tankun,12.0,1.06,138.7
Tankun,9.0,1.06,149.9
Tankun,15.0,1.06,127.5
Tankun,15.0,1.3,127.5
